2026-05-15 14:09:41,781 [INFO] ────────────────────────────────────────────────────────────
2026-05-15 14:09:41,783 [INFO] retag started  |  mode=DRY RUN
2026-05-15 14:34:22,164 [INFO] [135/141] 987aa21e-4280-4878-87ea-90072775129d [raw]: subject_tags ['community', 'leadership', 'technology'] → ['Community Organizing', 'Event', 'In-person', 'Internship', 'Open to All', 'Postgraduate', 'Professional', 'Project Management', 'Recent Graduate', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:34:24,911 [INFO] [136/141] e311d4db-3abf-4efc-aa2a-a7b300d6e009 [raw]: subject_tags ['business', 'event', 'job', 'leadership', 'seminar', 'technology'] → ['Event', 'In-person', 'Management', 'Marketing', 'Marketing & Social Media', 'Open to All', 'Professional', 'Project Management'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:34:28,394 [INFO] [137/141] 5dd61766-7655-462c-b3c9-5725a9841f78 [raw]: subject_tags ['business', 'finance', 'internship'] → ['Accounting', 'In-person', 'Internship', 'Youth (Under 18)'] | target_group ['male', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:34:31,798 [INFO] [138/141] 8901ebc0-fd18-40ca-b7b4-60bcf22efde4 [desc]: subject_tags ['AI & Machine Learning', 'Cloud Computing', 'Entrepreneurship', 'Event', 'Software Development'] → ['AI & Machine Learning', 'Cloud Computing', 'Cybersecurity', 'Data & Mathematics', 'Event', 'In-person', 'Mobile Development', 'Open to All', 'Software Development', 'UI/UX Design', 'Web Development']
2026-05-15 14:34:35,066 [INFO] [139/141] 95fc7f78-e4d0-4c17-a11f-6bee8f882f6d [desc]: subject_tags ['Community Development', 'Event', 'Online', 'Web Development'] → ['In-person', 'Internship', 'Open to All']
2026-05-15 14:34:38,628 [INFO] [140/141] a4ade9c3-a064-4952-a852-f8b63f694a77 [desc]: subject_tags ['Community Development', 'Course', 'In-person', 'Open to All', 'Web Development'] → ['Event', 'In-person', 'Open to All']
2026-05-15 14:34:41,916 [INFO] [141/141] a161de8b-3e73-4d5e-8d99-5c2dc5df5415 [raw]: subject_tags ['education', 'leadership', 'technology', 'training'] → ['Course', 'Data & Mathematics', 'Online', 'Professional', 'Recent Graduate', 'Youth (Under 18)'] | target_group ['graduates', 'professionals', 'youth'] → ['Professional', 'Recent Graduate', 'Youth (Under 18)']
2026-05-15 14:34:43,918 [INFO] Done.  updated=141  skipped=0  errors=0  (DRY RUN — no writes)
2026-05-15 14:39:52,957 [INFO] ────────────────────────────────────────────────────────────
2026-05-15 14:39:52,957 [INFO] retag started  |  mode=DRY RUN
2026-05-15 14:39:54,469 [INFO] Fetched 141 opportunities
2026-05-15 14:39:54,658 [INFO] Fetched raw text for 113/136 opportunities with raw_post_id
2026-05-15 14:39:56,049 [INFO] [1/141] 1971a10e-a06e-43b3-bd98-a14ee5143eed [raw]: subject_tags ['business', 'technology', 'training'] → ['Course', 'Data & Mathematics', 'Hybrid', 'Management', 'Professional', 'Project Management'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:39:59,027 [INFO] [2/141] 601eb36d-fa22-493d-87da-64dbe3039a2b [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'Exchange Program', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:40:01,955 [INFO] [3/141] 76869f4d-72a6-4840-89b1-fc552fc5b18b [raw]: subject_tags ['business', 'education', 'entrepreneurship', 'event'] → ['Entrepreneurship', 'Event', 'In-person', 'Management', 'Marketing & Social Media', 'Open to All', 'Project Management'] | target_group ['open_to_all', 'university_students', 'youth'] → ['Open to All', 'Undergraduate', 'Youth (Under 18)']
2026-05-15 14:40:05,578 [INFO] [4/141] 24bb9a1c-c3df-457e-a5d3-d9ae5f6ca41e [desc]: subject_tags ['business', 'community', 'education', 'training', 'workshop'] → ['Community Organizing', 'Education', 'Entrepreneurship', 'Event', 'In-person', 'Marketing', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:40:08,430 [INFO] [5/141] 45b6ce83-cbf2-4425-b916-0d59941cb9c2 [desc]: subject_tags ['agriculture', 'business', 'community', 'education', 'youth'] → ['Agriculture', 'Community Development', 'Event', 'In-person', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:40:11,687 [INFO] [6/141] dfe4d44e-12f0-4e50-a42f-3a498db4836e [desc]: subject_tags ['bootcamp', 'community', 'hackathon', 'technology', 'training', 'workshop', 'youth'] → ['Community Development', 'Competition & Hackathon', 'Event', 'Hybrid', 'Software Development', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:40:16,684 [INFO] [7/141] af55bd06-bb19-42bc-856c-a6ba67feccff [raw]: subject_tags ['business', 'community', 'innovation', 'leadership', 'media', 'volunteer', 'youth'] → ['Community Development', 'Event Planning', 'Hybrid', 'Marketing & Social Media', 'Project Management', 'Volunteering', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:40:19,659 [INFO] [8/141] 7ae45a2e-7c77-4fb3-baad-7b783ccbe323 [raw]: subject_tags ['education', 'scholarship'] → ['Education', 'Exchange Program', 'Fellowship', 'Public Policy', 'Recent Graduate'] | target_group ['graduates'] → ['Recent Graduate']
2026-05-15 14:40:23,274 [INFO] [9/141] 3f778629-2d3f-4728-9883-b7a2fae0b020 [raw]: subject_tags ['competition', 'education', 'technology'] → ['Competition & Hackathon', 'Education', 'Event', 'In-person', 'Professional', 'Project Management'] | target_group ['null'] → []
2026-05-15 14:40:27,370 [INFO] [10/141] 114f8179-bb46-49d1-ab11-a52145c8fbc4 [desc]: subject_tags ['community', 'education', 'event', 'leadership', 'technology'] → ['Education', 'Event', 'In-person', 'Open to All', 'Project Management'] | target_group ['cambodians_only', 'open_to_all'] → ['Open to All']
2026-05-15 14:40:31,247 [INFO] [11/141] c7374077-8e3d-4a3c-8da4-426f874eea63 [desc]: subject_tags ['community', 'education', 'event'] → ['Community Organizing', 'Education', 'Environment & Sustainability', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:40:35,037 [INFO] [12/141] 5bc599b3-7ccc-4938-8ba2-f0b5fd130c9a [raw]: subject_tags ['competition', 'education', 'event', 'technology'] → ['AI & Machine Learning', 'Competition & Hackathon', 'Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:40:37,869 [INFO] [13/141] 5609b49e-9718-4d1d-b1ef-37d790ea3095 [raw]: subject_tags ['course', 'data science', 'technology'] → ['Course', 'Data & Mathematics', 'Data & Mathematics', 'Online', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:40:40,996 [INFO] [14/141] bab13b03-4f7f-4edf-9d0b-c74384107f7f [raw]: subject_tags ['arts', 'course', 'education', 'music', 'research', 'scholarship'] → ['Education', 'Fellowship', 'In-person', 'Law', 'Management', 'Music & Performance', 'Open to All', 'Project Management'] | target_group ['cambodians_only', 'graduates', 'open_to_all', 'professionals', 'university_students'] → ['Open to All', 'Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:40:44,170 [INFO] [15/141] 95697965-7dc9-483a-977c-dcd711fabf28 [raw]: subject_tags ['entrepreneurship', 'technology', 'youth'] → ['Community Development', 'Entrepreneurship', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:40:47,029 [INFO] [16/141] 11332c21-11cb-4ec8-906f-446753109a08 [raw]: subject_tags ['community', 'leadership', 'startup', 'technology'] → ['AI & Machine Learning', 'Entrepreneurship', 'Environment & Sustainability', 'Event', 'Hybrid', 'Professional', 'Project Management', 'Youth (Under 18)'] | target_group ['professionals', 'team_required', 'youth'] → ['Professional', 'Youth (Under 18)']
2026-05-15 14:40:50,182 [INFO] [17/141] 1e3c8c80-2dd7-4749-a773-6ea663324821 [desc]: subject_tags ['community', 'education', 'leadership', 'technology'] → ['Competition & Hackathon', 'Education', 'Event', 'Management', 'Open to All', 'Project Management'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:40:53,221 [INFO] [18/141] 5dea9ea3-1178-4ce4-ae8e-675de11526b1 [desc]: subject_tags ['competition', 'education', 'innovation'] → ['Competition & Hackathon', 'Education', 'Environment & Sustainability', 'High School Student', 'Project Management', 'Undergraduate'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:40:56,657 [INFO] [19/141] cfb5057a-f730-4dfb-942c-6c5e3f4ebf47 [desc]: subject_tags ['community', 'education', 'leadership', 'technology'] → ['Competition & Hackathon', 'Education', 'Event', 'High School Student', 'In-person', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['high_school', 'university_students'] → ['High School Student', 'Undergraduate']
2026-05-15 14:40:59,717 [INFO] [20/141] 0ffd7c1d-0c16-4dfe-8852-44610f3b2c6f [desc]: subject_tags ['education', 'scholarship'] → ['Community Development', 'Education', 'Fellowship', 'Open to All'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:41:02,715 [INFO] [21/141] 036e9016-2802-4759-a1a9-1e513f939a1b [desc]: subject_tags ['government', 'job'] → ['Event Planning', 'Human Resources', 'In-person', 'Internship', 'Management', 'Open to All', 'Project Management'] | target_group ['cambodians_only'] → []
2026-05-15 14:41:05,789 [INFO] [22/141] b60d623e-e85a-460d-bb71-d0168deb4286 [raw]: subject_tags ['arts', 'community', 'education'] → ['Community Organizing', 'Event', 'In-person', 'Music & Performance', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:41:08,848 [INFO] [23/141] 101de12e-ad40-4f92-ae4b-32e50428e097 [raw]: subject_tags ['course', 'technology'] → ['AI & Machine Learning', 'Cloud Computing', 'Course', 'In-person', 'Software Development', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:41:11,724 [INFO] [24/141] 9f6dd78f-12b5-4c55-bc44-82dbf47dda4f [raw]: subject_tags ['government', 'internship', 'technology'] → ['In-person', 'Internship', 'Management', 'Open to All', 'Software Development', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:41:15,495 [INFO] [25/141] 28f58949-0052-4d81-9e40-fbc24b94cae7 [raw]: subject_tags ['course', 'technology'] → ['Course', 'Mobile Development', 'Online', 'Professional', 'Recent Graduate', 'Software Development', 'Undergraduate', 'Web Development'] | target_group ['graduates', 'professionals', 'university_students'] → ['Professional', 'Recent Graduate', 'Undergraduate']
2026-05-15 14:41:18,681 [INFO] [26/141] 416593f9-87ee-479e-aaf8-374dda4fa00e [raw]: subject_tags ['course', 'technology'] → ['Course', 'Mobile Development', 'Online', 'Software Development', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:41:22,656 [INFO] [27/141] b984451a-a095-4b09-88b9-ffc6c37e8518 [raw]: subject_tags ['course', 'education', 'technology'] → ['Course', 'Online', 'Open to All', 'Project Management', 'Software Development', 'Web Development'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:41:25,451 [INFO] [28/141] 99ff34d7-75d5-4159-ae69-96c3fab08698 [raw]: subject_tags ['job', 'technology'] → ['Electrical Engineering', 'In-person', 'Internship', 'Professional'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:41:28,178 [INFO] [29/141] 6f8a5d6a-7074-4b42-9ddf-01c871247dbc [raw]: subject_tags ['business', 'course', 'technology'] → ['Course', 'Data & Mathematics', 'Management', 'Online', 'Professional', 'Project Management'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:41:31,017 [INFO] [30/141] 6cd06c8e-a2a2-48d4-93a1-ec3144694f0d [desc]: subject_tags ['business', 'course', 'data', 'technology'] → ['Course', 'Data & Mathematics', 'Open to All', 'Self-Paced'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:41:34,102 [INFO] [31/141] b85408db-41e0-4848-bd77-54d4747b651d [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'Online', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:41:37,410 [INFO] [32/141] 11aa1178-e0a7-41cc-9a69-23c0b2e05e64 [raw]: subject_tags ['event', 'technology'] → ['AI & Machine Learning', 'Cloud Computing', 'Data & Mathematics', 'Event', 'Online', 'Open to All', 'Project Management', 'Software Development', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:41:40,546 [INFO] [33/141] ffb13f89-a242-4403-9a3b-e26a91705aca [raw]: subject_tags ['community', 'event', 'technology'] → ['Community Organizing', 'Event', 'Event Planning', 'In-person', 'Professional', 'Project Management'] | target_group ['null'] → []
2026-05-15 14:41:43,700 [INFO] [34/141] 5d7e0501-0960-4647-92b0-ebb3f8170c22 [raw]: subject_tags ['data', 'environment', 'media', 'training'] → ['Course', 'Data & Mathematics', 'Environment & Sustainability', 'In-person', 'Journalism', 'Professional'] | target_group ['professionals'] → ['Professional']
2026-05-15 14:41:46,845 [INFO] [35/141] 07a33c87-b605-4cd1-958b-10ed1a9fbc82 [raw]: subject_tags ['event', 'seminar', 'technology'] → ['Data & Mathematics', 'Environment & Sustainability', 'Event', 'In-person', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:41:49,916 [INFO] [36/141] aaf408ec-5ebf-4842-8275-e46874ef6a58 [raw]: subject_tags ['career development', 'data science', 'technology'] → ['Course', 'Data & Mathematics', 'Online', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:41:52,778 [INFO] [37/141] 57cfe4ca-e8f5-4e8c-b3a6-28d3bd94a767 [raw]: subject_tags ['business', 'course', 'data_analysis', 'technology'] → ['Course', 'Data & Mathematics', 'Finance', 'Human Resources', 'Management', 'Marketing', 'Online', 'Professional'] | target_group ['professionals', 'students'] → ['Professional']
2026-05-15 14:41:55,641 [INFO] [38/141] 58a8c398-8735-41e1-8c10-4b9000114ca3 [raw]: subject_tags ['business', 'course', 'technology'] → ['Course', 'Data & Mathematics', 'Online', 'Professional', 'Recent Graduate', 'Undergraduate'] | target_group ['null'] → []
2026-05-15 14:41:58,691 [INFO] [39/141] 1219803c-d81a-42e5-bf66-af9b24d47b9c [raw]: subject_tags ['community', 'event', 'leadership', 'women'] → ['Community Development', 'Event', 'In-person', 'Open to All', 'Public Policy'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:01,474 [INFO] [40/141] cd1f8898-60cd-49d4-ab6d-285ccd8e0155 [raw]: subject_tags ['education', 'event', 'leadership'] → ['Community Organizing', 'Education', 'Event', 'In-person', 'Management', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:04,438 [INFO] [41/141] 2ce476c0-526a-4022-9922-e52b668be308 [raw]: subject_tags ['culture', 'education', 'event', 'sports'] → ['Education', 'Event', 'Event Planning', 'In-person', 'Open to All', 'Public Speaking', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:07,305 [INFO] [42/141] 155fa667-c2ba-4e58-b9c5-380f3feb4261 [raw]: subject_tags ['education', 'event', 'sports'] → ['Community Development', 'Education', 'Event', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:10,200 [INFO] [43/141] c848a9de-3dcc-4d70-b073-cf50185de37f [raw]: subject_tags ['business', 'leadership', 'seminar'] → ['Event', 'In-person', 'Management', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:42:13,064 [INFO] [44/141] 665b1de6-53e6-48d1-acf3-f42f2a03a521 [raw]: subject_tags ['education', 'history', 'leadership', 'technology'] → ['Event', 'In-person', 'Management', 'Open to All', 'Project Management', 'Public Policy'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:16,785 [INFO] [45/141] c0ff5afe-cad4-44df-863d-f67b06704ff8 [raw]: subject_tags ['null'] → ['Community Organizing', 'Event', 'Online', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:42:20,224 [INFO] [46/141] 3cbc191a-738c-4d2e-970c-86ca3d9ca3dd [raw]: subject_tags ['education', 'event', 'seminar', 'training'] → ['Education', 'Event', 'In-person', 'Open to All', 'Project Management'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:23,971 [INFO] [47/141] 1f405f71-26c5-4bcc-b882-fd1994dd09a0 [raw]: subject_tags ['community', 'event', 'internship', 'leadership'] → ['Event', 'In-person', 'Internship', 'Professional', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:42:27,157 [INFO] [48/141] 285f878f-4d5f-40c2-91fe-e5b079e9f4ee [raw]: subject_tags ['community', 'event', 'media'] → ['Community Development', 'Event', 'Event Planning', 'In-person', 'Open to All', 'Psychology', 'Sociology'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:42:30,086 [INFO] [49/141] ae499cb6-f633-4c7b-a084-73296706853a [raw]: subject_tags ['event', 'scholarship', 'study_abroad'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:42:32,832 [INFO] [50/141] b0d0bfeb-9020-4e54-8ede-6e6822ddf39b [raw]: subject_tags ['education', 'event', 'study_abroad'] → ['Education', 'Event', 'Exchange Program', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:42:35,898 [INFO] [51/141] ce32e07f-8516-4e8c-89c4-471ed414b6c8 [raw]: subject_tags ['education', 'study abroad'] → ['Education', 'Event', 'Online', 'Open to All'] | target_group ['students'] → []
2026-05-15 14:42:38,671 [INFO] [52/141] 51ab3e24-f994-4142-a074-2874961ae758 [raw]: subject_tags ['education', 'event', 'media', 'scholarship'] → ['Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:42:41,825 [INFO] [53/141] 2a161a61-ee93-4a41-b170-2a84fa6fd4f4 [raw]: subject_tags ['education', 'event', 'study abroad'] → ['Education', 'Event', 'In-person', 'Marketing & Social Media', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:42:44,858 [INFO] [54/141] d14665d5-a322-44a1-8626-95da5fee89db [raw]: subject_tags ['internship', 'job'] → ['E-commerce', 'Human Resources', 'In-person', 'Internship', 'Logistics & Supply Chain', 'Management', 'Marketing & Social Media', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:42:47,765 [INFO] [55/141] b08340ca-c158-4259-9e8e-dc3503184071 [raw]: subject_tags ['business', 'internship', 'job'] → ['Human Resources', 'In-person', 'Internship', 'Logistics & Supply Chain', 'Management', 'Marketing', 'Project Management', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:42:50,870 [INFO] [56/141] 3886f10f-cba9-4d28-9e8e-642a476442ec [desc]: subject_tags ['internship'] → ['Civil Engineering', 'Human Resources', 'In-person', 'Internship', 'Marketing', 'Project Management', 'Undergraduate'] | target_group ['university_students'] → ['Undergraduate']
2026-05-15 14:42:53,754 [INFO] [57/141] eeef3ae1-6efc-41b3-b185-8626acb42553 [raw]: subject_tags ['business', 'internship'] → ['Accounting', 'In-person', 'Internship', 'Management', 'Undergraduate'] | target_group ['cambodians_only', 'university_students'] → ['Undergraduate']
2026-05-15 14:42:56,729 [INFO] [58/141] f2aa38bc-f92a-4820-b7b0-ceb34aabd168 [raw]: subject_tags ['business', 'internship', 'technology'] → ['AI & Machine Learning', 'In-person', 'Internship', 'UI/UX Design', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:42:59,625 [INFO] [59/141] 8ccad02c-5a5e-4cda-b4a8-d6442f87cfa8 [raw]: subject_tags ['internship', 'leadership', 'training'] → ['In-person', 'Internship', 'Management', 'Marketing & Social Media', 'Project Management', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:43:02,514 [INFO] [60/141] f24aeb36-09d5-4b4a-89e7-3843a57cfddd [raw]: subject_tags ['business', 'internship', 'job'] → ['Agriculture', 'In-person', 'Internship', 'Management', 'Project Management', 'Recent Graduate'] | target_group ['graduates', 'youth'] → ['Recent Graduate', 'Youth (Under 18)']
2026-05-15 14:43:05,733 [INFO] [61/141] 05390df2-715e-4437-9799-7c28a606bc88 [raw]: subject_tags ['business', 'internship', 'technology'] → ['Hybrid', 'Internship', 'Management', 'Marketing', 'Software Development', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:43:08,621 [INFO] [62/141] e475cfe1-724a-4b0c-a82f-1dbd9c8ce84d [raw]: subject_tags ['business', 'internship', 'marketing', 'media', 'technology'] → ['Accounting', 'Human Resources', 'In-person', 'Internship', 'Management', 'Marketing', 'Software Development', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:43:11,755 [INFO] [63/141] b747595b-7fd0-4f36-a9db-0d987f634295 [raw]: subject_tags ['communications', 'internship', 'media'] → ['Event Planning', 'Human Resources', 'In-person', 'Internship', 'Journalism', 'Marketing', 'Professional', 'Project Management', 'Recent Graduate', 'Undergraduate'] | target_group ['cambodians_only'] → []
2026-05-15 14:43:14,486 [INFO] [64/141] 8317c017-8899-47b4-b45e-4a11ff95e251 [raw]: subject_tags ['business', 'job', 'technology'] → ['Hybrid', 'Internship', 'Management', 'Marketing & Social Media', 'Mobile Development', 'Open to All', 'Project Management', 'Software Development', 'Web Development'] | target_group ['cambodians_only'] → []
2026-05-15 14:43:19,136 [INFO] [65/141] d03bc7a6-b48f-4237-be9f-9f3f5515ccdc [raw]: subject_tags ['arts', 'competition', 'design'] → ['Competition & Hackathon', 'Entrepreneurship', 'Graphic Design', 'Marketing & Social Media', 'Online', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:43:22,575 [INFO] [66/141] 1f31e961-73a7-487f-bbd5-1f887ff2c086 [raw]: subject_tags ['business', 'course', 'entrepreneurship', 'leadership'] → ['Course', 'Entrepreneurship', 'Hybrid', 'Management', 'Marketing & Social Media', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:43:26,047 [INFO] [67/141] b199ddc2-041e-4c01-8b35-e0273f261e78 [raw]: subject_tags ['education', 'event', 'scholarship'] → ['Education', 'Event', 'High School Student', 'Online', 'Undergraduate', 'Youth (Under 18)'] | target_group ['cambodians_only', 'high_school', 'university_students', 'youth'] → ['High School Student', 'Undergraduate', 'Youth (Under 18)']
2026-05-15 14:43:29,247 [INFO] [68/141] c5c8c505-0c51-4411-a056-a2956b0fa3f3 [raw]: subject_tags ['education', 'event', 'seminar', 'technology'] → ['AI & Machine Learning', 'Biology', 'Chemistry', 'Data & Mathematics', 'Education', 'Event', 'In-person', 'Public Speaking', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:43:32,103 [INFO] [69/141] a9e2013c-daaa-4e44-a38e-83d3c3f25c42 [raw]: subject_tags ['consultation', 'education'] → ['Education', 'Event', 'In-person', 'Undergraduate', 'Youth (Under 18)'] | target_group ['university_students', 'youth'] → ['Undergraduate', 'Youth (Under 18)']
2026-05-15 14:43:36,027 [INFO] [70/141] a41da5bc-8de1-4675-98b6-74dd2b94ed7b [raw]: subject_tags ['education', 'event', 'scholarship', 'seminar'] → ['Education', 'Event', 'In-person', 'Open to All'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:43:39,064 [INFO] [71/141] 3d3a1ba2-1cb2-4569-990e-b4695f51c42c [raw]: subject_tags ['education'] → ['Event', 'Online', 'Open to All'] | target_group ['null'] → []
2026-05-15 14:43:41,850 [INFO] [72/141] 1a0bc340-23e7-4f73-a423-8911865bf9a8 [raw]: subject_tags ['education'] → ['Event', 'High School Student', 'In-person'] | target_group ['high_school'] → ['High School Student']
2026-05-15 14:43:44,696 [INFO] [73/141] 7299ddca-5574-48b1-ab37-a1e51e952bb0 [raw]: subject_tags [] → ['Event', 'In-person', 'Open to All']
2026-05-15 14:43:47,945 [INFO] [74/141] 09e4f0ec-81fa-4e2f-9203-1f343c3f8f2e [raw]: subject_tags ['arts', 'competition', 'education', 'geography', 'history', 'mathematics', 'scholarship', 'science'] → ['Data & Mathematics', 'Education', 'Event Planning', 'Fellowship', 'In-person', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:43:51,201 [INFO] [75/141] 8ac78755-4b59-4a45-ba29-2a78cc7a89e2 [desc]: subject_tags ['community', 'education', 'leadership', 'volunteer'] → ['Community Development', 'Education', 'Hybrid', 'Marketing & Social Media', 'Project Management', 'Volunteering', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:43:54,229 [INFO] [76/141] ffd0dee1-7822-4cdf-a6a6-fbf32002a767 [desc]: subject_tags ['media', 'technology'] → ['Film & Media', 'Graphic Design', 'Hybrid', 'Internship', 'Marketing & Social Media', 'Open to All', 'Web Development'] | target_group ['null'] → []
2026-05-15 14:43:57,256 [INFO] [77/141] 3f4689c0-c059-42c0-b826-26b463297865 [desc]: subject_tags ['business', 'communication', 'marketing', 'media'] → ['Event Planning', 'Internship', 'Marketing', 'Marketing & Social Media', 'Professional', 'Project Management', 'Public Speaking', 'Recent Graduate', 'Undergraduate', 'Writing & Translation'] | target_group ['null'] → []
2026-05-15 14:44:00,261 [INFO] [78/141] 9ef8d337-1b64-4254-85a7-f37ba69a2bd5 [raw]: subject_tags ['business', 'innovation', 'leadership', 'media', 'volunteer', 'youth'] → ['Community Development', 'Event Planning', 'Hybrid', 'Marketing & Social Media', 'Project Management', 'Volunteering', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:44:03,265 [INFO] [79/141] 8c04c9ba-9dc1-4769-9c69-66b9350f7b03 [raw]: subject_tags ['education', 'event', 'youth'] → ['Community Development', 'Education', 'Event', 'In-person', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
2026-05-15 14:44:06,167 [INFO] [80/141] f4ab7758-c644-435c-bd6c-f0ce267e1dc4 [desc]: subject_tags ['community', 'leadership', 'training', 'youth'] → ['Community Development', 'Event Planning', 'Hybrid', 'Internship', 'Management', 'Project Management', 'Youth (Under 18)'] | target_group ['cambodians_only', 'youth'] → ['Youth (Under 18)']
2026-05-15 14:44:09,323 [INFO] [81/141] c45baf40-c24c-4072-b23e-cd403689233f [raw]: subject_tags ['education', 'leadership', 'media'] → ['Education', 'Event', 'Management', 'Marketing & Social Media', 'Online', 'Open to All', 'Public Policy'] | target_group ['open_to_all'] → ['Open to All']
2026-05-15 14:44:12,243 [INFO] [82/141] 7b66f510-f3c6-4c46-8f10-ae7579345444 [desc]: subject_tags ['education', 'media', 'training'] → ['Course', 'Film & Media', 'Marketing & Social Media', 'Online', 'Youth (Under 18)'] | target_group ['youth'] → ['Youth (Under 18)']
